book_a;book_b;count
0380723638;0380721643;4
0312971125;0440226430;4
0061097853;0061099325;4
0061097853;0061092886;4
0767912233;0385335881;4
0380730847;0425147622;4
0425181685;0375504397;4
0385315309;0671004573;4
0440236053;0345413873;4
0380723638;0425178951;4
0440236053;0312983867;4
0060248025;0060256737;4
0671027344;0440998050;4
0440236053;0312265867;4
0440180295;0385722206;4
0553375407;0385492081;4
067088300X;0440998050;4
0449006530;0671025333;4
0515102652;0380718340;4
0385335830;0060976845;4
002542730X;1573229326;4
006440188X;014028009X;4
0064400026;0064400018;4
0440404193;0312195516;4
0440404193;0312278586;4
0446604666;0425182878;4
0743486226;0066214122;4
0446604666;0425163407;4
0064400026;0064400034;4
0449003981;0312195516;4
0399145923;0373483503;4
0316603570;0446612790;4
0449003981;0375412530;4
0316603570;0385508042;4
0446604666;0440206154;4
0446604666;0440236703;4
002542730X;0743418174;4
006440188X;0064407667;4
0446604844;0671003755;4
002542730X;080411109X;4
0525946829;155166674X;4
0553574663;0553578308;4
006440188X;0064400557;4
0316603570;0385504209;4
0743469801;0767905180;4
0446604844;0671027360;4
006440188X;0312195516;4
0920668372;043935806X;4
0671025333;0671042262;4
0375756981;0345337662;4
0425179672;038550120X;4
0553582755;0671758896;4
0449003981;0345423291;4
006440188X;0440211263;4
006440188X;0440213525;4
0385335830;0375760911;4
0345433491;0385265700;4
0385335830;0375706771;4
0064400018;055321313X;4
0375726349;0142001740;4
006440188X;0439064864;4
0425179672;0385504209;4
0920668372;0836221362;4
0345433491;0375702709;4
006000438X;0060920084;4
0425144429;0451181379;4
0425144429;0451184963;4
0446604844;0971880107;4
0440200989;044021145X;4
0679459618;0679459626;4
0316666009;0142001740;4
0446604666;0380002930;4
0385335830;0380818973;4
0425179672;0385722206;4
006000438X;0060938455;4
0670865796;0452282829;4
0440200989;0385504209;4
0446604666;0385490992;4
006000438X;0060987529;4
0375726349;0786868716;4
0425179672;0375706771;4
0064400018;068484477X;4
0525947299;0062502182;4
0316603570;0553578693;4
0449003981;0060958022;4
0425179672;0385265700;4
0743439740;067102535X;4
0425147517;0345384350;4
0425162788;0425161722;4
0553582755;059035342X;4
0670865796;068484477X;4
0316603570;0345452550;4
0452284449;0375700757;4
0743469801;0312265859;4
0553582755;0553582747;4
0743469801;0312966970;4
089480829X;0684872153;4
0316168815;080411109X;4
0064400026;051511779X;4
002542730X;0439064864;4
0743469801;0316666343;4
0449003981;0449910571;4
0064401847;0440219078;4
0449006530;0449006522;4
0743469801;0316776963;4
0064401847;0440498058;4
0515087122;0449219461;4
038533558X;0446527165;4
038533558X;0446527041;4
0515087122;0515090506;4
0679454470;0316693200;4
0316182540;0316666343;4
0679457526;0440998050;4
0399145923;0515136530;4
0399145923;0515136379;4
0743467523;0786890436;4
0399145923;0515131229;4
0449003981;0446672211;4
0679454470;0345409671;4
0064401847;0060502258;4
0679454470;0345384466;4
0515087122;0515095826;4
0316182540;0345417623;4
0515087122;0515090174;4
0553582755;0553579754;4
0449003981;0671003755;4
0316168815;1558745157;4
0316182540;0312195516;4
034543479X;0345387651;4
002542730X;0399501487;4
034543479X;0345361792;4
0515102636;0671021001;4
038533558X;0449006522;4
0553582755;0553580221;4
0679457526;0446675059;4
0399145923;0515128554;4
0375756981;0156027321;4
034543479X;0385504209;4
0399145923;0515127833;4
0449006530;0440213525;4
0743467523;1558744150;4
0380727501;059035342X;4
0375756981;0316776963;4
0316603570;0312966970;4
0515102652;0345361792;4
0679457526;0679735909;4
0679457526;0679745203;4
0316603570;0316154059;4
0679457526;0767902521;4
089480829X;1558531025;4
0316603570;0316603287;4
0425179672;0312195516;4
0679457526;0553296981;4
0316168815;0446605239;4
089480829X;1558744150;4
0449006530;0440226430;4
0743469801;0385504209;4
0449006530;0446612545;4
0440414806;015100692X;4
0449006530;0446607657;4
0449003981;0425167313;4
0449006530;0440222656;4
0449149676;0515128554;4
0440414806;0312195516;4
0525946829;0767902521;4
0345433491;067976402X;4
0425145638;0446611212;4
0064401847;0618002227;4
0345435796;0061009059;4
006000438X;014028009X;4
0440414806;0316601950;4
0671025333;0670894605;4
0452284449;0671027360;4
0425143325;0425180964;4
0060008032;0061009059;4
0316168815;0385504209;4
0345427637;0345337662;4
0380730847;0316693200;4
0345427637;0345313860;4
0440200989;0671758896;4
0440200989;0671701231;4
0345427637;034538475X;4
0440407524;0842329129;4
0316153915;0553802488;4
0440200989;0671867091;4
0425143325;0440214041;4
0345427637;0060928336;4
0425143325;0440241073;4
0345435796;0553280341;4
0440236991;044651652X;4
0316153915;0345452550;4
0425104346;034539657X;4
0671042572;155874262X;4
0679454489;0679441018;4
0743437802;0671038443;4
0553569031;0446612545;4
0375756981;0449910571;4
0749395990;044021145X;4
0385510438;0399149155;4
0316153915;0316603287;4
0749395990;0385335482;4
0316153915;0316154059;4
0064405176;0446672211;4
0060008032;0316666343;4
0425143325;0425105334;4
0425143325;042510107X;4
0060008032;0312983271;4
0316153915;0316602906;4
0060008032;0316096199;4
0679720200;0156001314;4
0060008032;014028009X;4
0425143325;0425122123;4
0064405176;0440498058;4
0380730847;0385504209;4
0316153915;0385504209;4
0440407524;0316666343;4
0670865796;0345443284;4
0425144429;0425155943;4
0425144429;0425153975;4
0525947299;0375412530;4
0316666009;0385503822;4
0671025333;0743418174;4
0425144429;0425132951;4
0345433491;014028009X;4
0345433491;0156007754;4
0553569031;055356451X;4
0743439740;044021145X;4
0743439740;0425153975;4
0515102652;0446310786;4
0743439740;0385484518;4
0385510438;0786868716;4
0743439740;0380718340;4
0425144429;0385504209;4
0670865796;0316666343;4
0345427637;0446364800;4
0449134482;0316666343;4
0345433491;0316096199;4
0679459626;0316666009;4
0425144429;0451156609;4
0425144429;0345386108;4
0679459626;0316693200;4
0449134482;0380018179;4
0399146253;0399143947;4
0891075275;0891073906;4
0449134482;044021145X;4
0449149676;0061097101;4
0316154059;0316153915;4
0385333412;0446672211;4
0064405176;014131088X;4
0515102652;0671793489;4
0316154059;0316602906;4
0316154059;0316603570;4
0316154059;0316603287;4
0747546290;0747532745;4
0345427637;0440211727;4
0679459626;0679459618;4
0679459626;0684810395;4
0553299506;0440214041;4
0553299506;0440213525;4
0425147517;067102423X;4
0399145672;043935806X;4
0399145672;0385507593;4
0380730847;0312983867;4
0747532745;0747546290;4
0399146253;0446604801;4
0515102652;0515090506;4
0747532745;0747538484;4
0385333412;0804114986;4
0515102652;0515090174;4
0425147517;0446601241;4
0425147517;044021145X;4
0553574671;0553578308;4
0440407524;0394820371;4
0064400018;0064400026;4
0399146253;0446612790;4
0515102652;055357230X;4
0440407524;0440498058;4
0425147517;0451181379;4
0747538484;0747532745;4
0891073906;0891075275;4
0345427637;0451167317;4
0425143325;067102423X;4
0380728133;0743237188;4
0064400034;059035342X;4
0064400034;0590353403;4
0553273914;0385484518;4
0449006522;0380731851;4
0894805770;0842329250;4
0449005836;044023722X;4
0449006522;038533558X;4
0399146008;0316693200;4
0671042572;0312195516;4
0894805770;0684874350;4
0064400042;0671510053;4
0064400042;0671534718;4
0894808249;055321313X;4
0894805770;0842329129;4
0446604844;0345370775;4
0064400042;059035342X;4
0399146008;0316666009;4
0064400042;0671004549;4
0894805770;1558531025;4
0449005909;0060976845;4
0449006522;0345417623;4
0425179613;0312976275;4
0679454489;0679454470;4
0449005909;0070212570;4
042510107X;0425143325;4
042510107X;0425133540;4
0553574639;0312980140;4
0553574574;0385504209;4
042510107X;0425122123;4
0449006522;0375727345;4
0525946829;014028009X;4
0064400034;0671534718;4
0553574639;014028009X;4
0671025333;0446672211;4
0671025333;0446610038;4
0515090506;0515087122;4
0515090506;0553279912;4
0425179613;0385504209;4
0515090506;0515090174;4
0449006522;0446607657;4
0316602051;0316603287;4
0316602051;0316666343;4
0671042572;0385720106;4
0449006522;0449006530;4
0679454489;0345337662;4
0380728133;0060938455;4
0380728133;0060987103;4
0553574639;0553572040;4
0440241162;043935806X;4
0446604844;0345438329;4
0316602051;0312265867;4
0425178951;0425188787;4
0553582755;0425140032;4
0525946829;0060987103;4
0446604844;0316666343;4
0553574639;055357258X;4
0449006522;0440224675;4
0671042572;0312966970;4
0553273914;0375726403;4
0553273914;0375703055;4
0743457358;0786868716;4
0671042572;0316666343;4
039914613X;0316693324;4
0515090506;0515102652;4
0553569058;0060934417;4
0440241162;0312966970;4
0671042572;0345445848;4
0894808249;059035342X;4
039914613X;0316690619;4
039914613X;0316602051;4
042510107X;0451176464;4
0553273914;0440226430;4
042510107X;0440213525;4
0671025333;0425107469;4
0380728133;0385722435;4
0525946829;0345438329;4
0894808249;0385722206;4
0449005909;0553582747;4
0553582755;0345353145;4
000649840X;002542730X;4
0671025333;0425162443;4
0743457943;0385504209;4
0515093556;0345396936;4
0425178951;0671027360;4
0515093556;0345313860;4
0525946829;0375727345;4
0525946829;0375726403;4
0515093556;0345334531;4
0525946829;0375706771;4
0399146008;0399150897;4
0380728133;0375727345;4
0380728133;0375726403;4
0525946829;0316666343;4
0440183057;0312980140;4
0671025333;038531292X;4
0449005909;0316666343;4
0894808249;0312980140;4
0553574574;0440234743;4
0553574574;0440226104;4
0894808249;0312195516;4
0671025333;0440226430;4
0553574574;0440221471;4
0743454529;0316780812;4
0316182540;0385504209;4
0743467523;0425142485;4
0743454529;0446531332;4
0743454529;0446527785;4
0743467523;042513525X;4
0743467523;0440234743;4
0679457526;0316777722;4
0671042572;0684872153;4
0380727501;0767902521;4
0064400034;0312278586;4
0515090174;0312980140;4
0316602906;0515136530;4
0894805770;0312195516;4
0316602906;0553802461;4
0515102636;0380018179;4
0316602906;0515128554;4
0316182540;0671021001;4
0515090174;0440225701;4
0316602906;0553802488;4
0316182540;0786868716;4
038533558X;0316569321;4
0316182540;0743418174;4
0515102636;0142001740;4
089480829X;0316666343;4
0679457526;0312199430;4
0894805770;0345370775;4
0380727501;0767903862;4
0440237262;0446601241;4
0671025333;0515136379;4
0553569058;0316666343;4
0743454529;0515136530;4
0743454529;0515136379;4
0440237262;0446607657;4
0440241537;0425172546;4
0316182540;044022165X;4
0064400034;0345370775;4
0316182540;0440226104;4
0375756981;0064407675;4
0345435249;0671042262;4
0440241537;0671021001;4
0316182540;0375727345;4
0425146413;0425174271;4
0425146413;0425163407;4
0064400034;0064400026;4
0553569031;0671888587;4
0553273914;0553213105;4
0670869902;0553296981;4
0375756981;0060987561;4
0553569031;0671867091;4
0553569031;0671867172;4
0670869902;0452282152;4
0515095826;042516098X;4
0440241413;0060987561;4
0515095826;0439064872;4
0553273914;0060977493;4
0894808249;0836218515;4
0316602051;0553802461;4
0064400034;0439064864;4
0380727501;1573225517;4
0425178951;0380725835;4
0425178951;0380725827;4
0440241413;0385335881;4
0515095826;0446610038;4
0380727501;1573229326;4
0316602051;039914613X;4
0553574574;0312966970;4
0316602051;0399149325;4
0440241162;0515128554;4
0316602051;0399149848;4
0525946233;0743418174;4
0553273914;0140298479;4
0440241162;051513628X;4
0553273914;0312195516;4
0316602051;0385504209;4
0515095826;0316666343;4
0553574574;0312971346;4
0553273914;0142001740;4
0553574574;0312983867;4
0345435028;0743237188;4
0515095826;0380718340;4
0064400034;0440226430;4
0020199600;0316666343;4
0425178951;0380723638;4
0425178951;0380721643;4
0515090174;0515095826;4
0515090174;0515090506;4
0515090174;0515087122;4
0440241413;059035342X;4
0345435028;0060928336;4
0515090174;0515102652;4
0515090174;0446310786;4
089480829X;0312195516;4
0345435028;014029628X;4
0515090174;0446610038;4
0553574574;0060987561;4
0345435028;0312195516;4
0449006522;0765341972;4
0553569058;0142001740;4
0440241413;0439139600;4
0345435028;044023722X;4
0894805770;039480001X;4
0515090174;0553279912;4
0385319207;067976402X;4
0446679593;0142004235;4
1400030382;0385722206;4
0446679593;0316666343;4
0440176484;0440220602;4
0399144463;0553294903;4
0399144463;0553296981;4
0060096195;0385504209;4
0440176484;0440211727;4
0553576798;0425158616;4
0553582801;0316666343;4
0399144463;0671041789;4
0425180050;0440236673;4
0060096195;0140293248;4
0440176484;0440224780;4
0440204208;0385504209;4
0743436210;0812550706;4
0440176484;0440226430;4
0440236738;0345413903;4
0446603929;0515128546;4
0345423291;0743454529;4
0060096195;0786868716;4
0345423291;0743418190;4
0440204208;0446608815;4
0553576798;0446606189;4
0446603929;0553569031;4
0425147584;0671027360;4
0399144463;0451524934;4
0553573403;0440212561;4
0553576798;0446612790;4
0525945210;0316666343;4
0440236738;0312966970;4
0440236738;0312966091;4
0440236738;0316666343;4
0880381736;0590353403;4
0553576798;0446604801;4
0425098605;0553579754;4
140003065X;0060934417;4
0385319207;0671041789;4
0446603929;0553582135;4
0553576798;0446603716;4
0440204208;0440234743;4
140003065X;014028009X;4
0452283205;0060987561;4
0060090367;0786868716;4
0399144463;0877017883;4
0525945210;0446672211;4
0446604232;0312966970;4
0425098605;067102423X;4
0525945210;044651652X;4
0765341972;0440224675;4
0440236738;059035342X;4
0452283205;0440221471;4
0765341972;0345361792;4
0765341972;0345378490;4
0765341972;0440213525;4
0765341972;0385504209;4
0440236738;0671001795;4
0765341972;0312305060;4
0765341972;0316666343;4
0440236738;0553578693;4
0425142485;0380717018;4
0425142485;0380710218;4
0446604232;0316666343;4
0064407683;0064471101;4
0765341972;055321313X;4
0440236738;0440498058;4
0440236738;0440236703;4
0060090367;068484477X;4
0448095017;014028009X;4
0670894184;0316666343;4
0886773520;0345337662;4
140003065X;0375727345;4
0446679364;0156027321;4
0385319207;0440224675;4
0446679364;0312195516;4
0451173139;0440213525;4
0446679364;0312983824;4
0446605409;0345417623;4
0345423291;0316601950;4
0446679364;0312291639;4
0446679364;0312278586;4
0679723161;0345313860;4
006016848X;059035342X;4
0743436210;0316666343;4
0064407683;0060987103;4
0440514428;0385504209;4
0679723161;0345337662;4
0451173139;0451166892;4
0312983301;0439139597;4
0440514428;014029628X;4
006016848X;0446604801;4
006016848X;0446606189;4
0515118230;0380820854;4
0312983824;0316693200;4
006016848X;0446610038;4
006016848X;0446364193;4
0446679364;0316666343;4
0446605409;0345391055;4
0449213943;0345337662;4
038533656X;0385265700;4
0312983824;0060987103;4
0425163385;0440225825;4
0440514428;0316666343;4
0312983824;0312974256;4
0446679364;0316693200;4
0515118230;0515136530;4
0064407683;0439136350;4
0064407683;0439064864;4
0515118230;0515122734;4
0515118230;051511992X;4
006016848X;0842329129;4
006016848X;0842329218;4
0312983298;0553579754;4
0679723161;0446310786;4
0399143947;0684835959;4
0399143947;0684195984;4
0515118230;0515102636;4
0515118230;0440214041;4
0446605409;0380710218;4
0312983301;031298328X;4
0515118230;0399148248;4
0515118230;039914840X;4
0515118230;0446605239;4
0312983298;0671001795;4
0679723161;0399501487;4
0743436210;0060391626;4
0425163385;0446360589;4
038533656X;0140293248;4
038533656X;014028009X;4
0440204208;0553280341;4
038533656X;0142002267;4
038533656X;0312278586;4
0312983824;067976402X;4
038533656X;0312195516;4
140003065X;0385720106;4
0525945210;031242227X;4
140003065X;0385721420;4
0440204208;074343627X;4
0446679364;0385504209;4
0446679364;0385336179;4
140003065X;0452282152;4
140003065X;067976402X;4
140003065X;068484267X;4
0312983824;0385503822;4
0312983824;0385505833;4
0743436210;0439136350;4
006016848X;0440213525;4
0743436210;0440213525;4
0743436210;044021145X;4
0743436210;044651862X;4
038533656X;0316666343;4
006016848X;0375706771;4
0743436210;0446611212;4
0553576798;0553576801;4
0446679364;044021145X;4
006016848X;0380718340;4
0452283442;080410526X;4
0880381736;0440206154;4
0312983824;0446679364;4
0880381736;0439064864;4
0380730847;0553280341;4
0525947299;1400034779;4
0380730847;0553271636;4
044900371X;0312195516;4
044900371X;0142001740;4
044900371X;0060976845;4
0380730847;055357230X;4
0553299506;0804106304;4
0743437802;0446612545;4
0446604658;0066214122;4
006440630X;0316666343;4
0440439884;0385479565;4
0425105334;0425143325;4
044900371X;0385722206;4
0399145087;0515126772;4
0887307876;0671003755;4
0525947647;0142001740;4
0440201926;0671534718;4
0425161722;0440220602;4
0553295772;055356451X;4
067102535X;0316666343;4
0425161722;0440221471;4
0345436911;0446310786;4
0449002632;0312924585;4
0385509510;0316666343;4
0440201926;0671670689;4
0425161722;044021145X;4
0399145087;0425147622;4
0440201926;0671793489;4
0440439884;0671027360;4
0064407055;0060958022;4
0385509510;0385337116;4
0345436911;0385504209;4
0743437802;0446609404;4
0743437802;0446606189;4
0425179885;0671042262;4
0399145087;0446527017;4
0425142485;0743467523;4
0316678104;0316666343;4
0345436911;0399501487;4
0525947299;0971880107;4
0743437802;0440241073;4
0553573616;0316769487;4
0345425308;0345384466;4
0399145087;0440226430;4
0060008032;0515134384;4
0553575538;0553583468;4
0446604658;0385722206;4
0425104346;0425128164;4
0380730847;0440241073;4
0064405176;0812550706;4
0060008032;0553280368;4
0425179885;0441002935;4
0345425707;0385722435;4
0449203794;0375504397;4
0399145087;0743206029;4
0440201926;0385505833;4
0553582763;0375760911;4
0060008032;044023722X;4
0553575384;0440998050;4
0553575384;043935806X;4
0060008032;0440213525;4
0380730847;0425182878;4
0553299506;0553572326;4
0679720200;044021145X;4
0553575384;0440414806;4
0345436911;0312195516;4
0440201926;0440214041;4
0440439884;0312195516;4
0064405842;0440998050;4
0449203794;0440213525;4
0345436911;015100692X;4
044900371X;067976402X;4
0064405842;0553213148;4
0440439884;0345370775;4
0446604658;0312971346;4
0440201926;0440224780;4
0345436911;0060934417;4
0425179885;0446602620;4
0425147584;0440224675;4
0316690619;0684835959;4
0060085452;0743245520;4
0316690619;0743206029;4
0385324057;0440498058;4
0425147584;0440221471;4
0743437640;0312265867;4
0743437640;0312980140;4
0425147584;0440241073;4
0525947647;0446532231;4
0448095017;0553213148;4
0448095017;055321313X;4
0886777844;0345423402;4
0440487617;0446310786;4
0425147584;0425154092;4
0312995423;0312265859;4
0440487617;0440998050;4
0446604658;0345370775;4
0452283442;0440206154;4
0385324057;0670844527;4
0060085452;0515121843;4
0525945210;1558745157;4
0440487617;0439136350;4
0425147584;0425133540;4
0425147584;0425122123;4
0440487617;043935806X;4
0743437640;0345453816;4
0312995423;014029628X;4
0425147584;0425180964;4
0452283205;1400031354;4
0743437640;0375726403;4
0525947647;044021145X;4
0385509456;0385504209;4
0312995423;0060928336;4
0553348973;0375727345;4
0446604232;0380718340;4
0525947647;0446667900;4
0385509456;0345361792;4
0452283205;0452282152;4
0440204194;0451203771;4
0060090367;0312291639;4
0440487617;0679751521;4
0425147584;0446359866;4
0385509456;0375760911;4
0385324057;0312195516;4
0452283205;0553280341;4
0345423615;0439139597;4
0553576798;0312966970;4
0440204194;0440221595;4
0440176484;0515126772;4
0385324057;0060976845;4
0452283442;0380002930;4
0312995423;1400031362;4
0452283442;043935806X;4
0452283442;0439139600;4
0425105334;0451176464;4
0452283442;0440498058;4
0440487617;0061009059;4
0064407055;0446365386;4
0449002411;0440214041;4
0060085452;0385504209;4
0060085452;0385336810;4
0060085452;0385336179;4
0553576089;0449221504;4
0385509456;0743418174;4
0425105334;0451191013;4
0345424719;0140298479;4
0425105334;0451163524;4
0679721037;0671003755;4
0345436911;0452282152;4
044048474X;0440225701;4
0449002411;0553580191;4
0425161722;0425162788;4
0440236819;0842329129;4
0449002411;0671793489;4
0449002411;0440206154;4
0452283442;0345370775;4
0449002411;0316666343;4
0886777844;080410753X;4
0440176484;0671001795;4
0452283442;0312966091;4
0446604232;0446607193;4
0452283442;0316666343;4
0749397543;0375703861;4
0887307876;0312195516;4
0679721886;0312195516;4
0553582763;0553579754;4
052594527X;0316666343;4
0440236819;051513287X;4
0385509456;0679746048;4
0385509456;0679429220;4
0449002411;0345370775;4
0749397543;0552998486;4
0553582763;0553580191;4
0553576089;0553280368;4
0385509456;0671021001;4
0749397543;0446310786;4
0060988649;0312195516;4
0441790348;0140298479;4
0312422156;0425167313;4
0553292722;0553571885;4
0553579606;0345353145;4
0553579606;0345366239;4
0679736042;0140298479;4
0552140287;0552134643;4
0446600474;0842329129;4
0312422156;0375727345;4
0312422156;0380731851;4
0679736042;0142001740;4
0679439382;0440235596;4
0312274920;0380807343;4
0441790348;0140067477;4
0425109720;0553250426;4
0345413873;0440225701;4
0345413873;044023722X;4
0312274920;0316969443;4
0553579606;0316666343;4
0553579606;0345370775;4
0375413634;0312195516;4
0375504613;0140328696;4
0552140287;0552140295;4
0375504613;014029628X;4
0375504613;0140298479;4
0446613266;0385504209;4
0552140287;0552134619;4
0451181379;0671867172;4
0425083837;044021145X;4
0451163966;0679746048;4
0670030643;0142001740;4
0786862564;0786868716;4
0679736042;0316776963;4
0670030643;015100692X;4
0553572326;0312265867;4
0312274920;0440226430;4
0446607193;0380710218;4
0679439382;0440221471;4
0553582526;0553289411;4
0375504613;0060928336;4
0425133540;0345353145;4
0446607193;0440225701;4
0553292722;055356160X;4
0425151867;0312924585;4
0446606383;0553279556;4
0425133540;0345378490;4
0451183665;0312924585;4
0312274920;002542730X;4
0394800168;0877017883;4
0446532452;0446610399;4
0441790348;0345313151;4
0553260111;0312924585;4
0060914653;044021145X;4
0446606383;0449221512;4
0312274920;0060958022;4
0451181379;0451184963;4
0441790348;0345337662;4
0553260111;0316601950;4
0451181379;0451156609;4
0375504613;0375727345;4
0441790348;0345318854;4
0441790348;0345313860;4
0786862564;0440213525;4
0786862564;0446672211;4
055356773X;0425158616;4
0670030643;0380977788;4
0385720920;034541389X;4
0679744398;0804106304;4
0679736042;0060958022;4
0679736042;0060928336;4
067169507X;0316666343;4
037541309X;0971880107;4
0786862564;044651652X;4
0446607193;0446603716;4
0446607193;0446604232;4
037541309X;1400031354;4
037541309X;1592400876;4
0786862564;0446605239;4
0743225406;0804117683;4
0446606383;0446610038;4
0842329277;0842332278;4
0679439382;0385512104;4
0451183665;0440211727;4
0452268060;0440213525;4
0441172695;0553580272;4
0451183665;0440221471;4
0553584049;0743411269;4
0451183665;0440220602;4
0786868619;0425167313;4
0553584049;0743437640;4
0099747200;0449212602;4
0441172695;059035342X;4
0618129022;0440214041;4
193156146X;0385722206;4
0375414053;0312278586;4
0451166582;034538475X;4
0553582526;0515128554;4
0679439382;0385722435;4
0743225406;1400031354;4
0553572326;0345413881;4
0446607193;0380718340;4
0552140295;0552140287;4
0553578693;0316603570;4
0679736042;0671027360;4
0425150984;0671027573;4
0553289691;0553268449;4
0743225406;0553572997;4
039592720X;0312282990;4
0446600474;0446610038;4
0553578693;0312966970;4
0452268060;0446532231;4
0441172695;067102423X;4
0446600474;0446612545;4
044661193X;0671001795;4
0441172695;0618002227;4
039592720X;0316666343;4
0446600474;0446606189;4
0679439382;0385420161;4
0670030643;014029628X;4
0446607193;0425182878;4
0842329285;0440214041;4
0441172695;0440180295;4
0380721643;0380723638;4
0380721643;0380725827;4
155166674X;0525946829;4
0446606383;055357230X;4
0312421273;0743418174;4
0786862564;0894803204;4
0312421273;0446672211;4
0670030643;0061009059;4
0312421273;0452282152;4
0553258001;080411109X;4
0441172695;0446610038;4
0679432477;0064407675;4
0553569155;080410526X;4
0452268060;039592720X;4
0786866020;0316666343;4
0679736042;0446310786;4
0345447840;014029628X;4
0375414053;0060928336;4
0446607193;0425163407;4
0312421273;0312282990;4
0441172695;0441172717;4
0441172695;0441102670;4
0099747200;0553572997;4
0553289691;0452269571;4
0452268060;0385504209;4
0671673688;0316666343;4
0553260111;0440224764;4
0451180429;0786889608;4
0345409671;0345397819;4
0425151867;044021145X;4
1551666839;0380731851;4
1400077826;044021145X;4
0553275976;0399501487;4
0385720467;0743203631;4
0451163966;0380977788;4
039592720X;044021145X;4
0671695126;0440176484;4
0451163966;0380002930;4
0446606383;0380730847;4
0425109720;0425170349;4
0441010512;0441002935;4
0312272057;0316666343;4
0345409671;0345334531;4
0312272057;031242227X;4
0425151867;0425166619;4
0441790348;042513525X;4
1931561648;0060987561;4
0671673688;0380718340;4
1400077826;0440221471;4
0553578685;0553576801;4
1400077826;0440213525;4
0553566040;0449212602;4
0312272057;0375412530;4
0446607193;0446672211;4
0425151867;0425155404;4
1400077826;0385484518;4
0375504613;080411109X;4
0553582526;067976402X;4
0449227421;0446606189;4
0671038443;0312924585;4
0553275976;0385479565;4
1931561648;0316666343;4
0312272057;0060391626;4
0330367358;0743418174;4
0446606383;0380718332;4
0385507593;0316284955;4
0452266564;0671027573;4
0671695126;0451172817;4
0446600660;0439139597;4
0441102670;0441172695;4
0786862564;0375706771;4
0553275976;0440206154;4
0679439382;0452282152;4
0316782262;0316780812;4
0786862564;0345447840;4
0316782262;0316666343;4
0671673688;0671701231;4
0099771519;044023722X;4
0671673688;0671014919;4
0671673688;0671004565;4
0394800168;080410753X;4
0345447840;0385504209;4
044661193X;0312980140;4
193156146X;067976402X;4
044661193X;0312966091;4
0446607193;0449223604;4
067169507X;0446672211;4
044661193X;0312282990;4
0316782262;0385720106;4
0380721643;0316666343;4
0441102670;0345339681;4
0679735909;0786885688;4
0446600660;0671027360;4
0440122090;0312924801;4
0449227421;0380731851;4
0553584049;0156027321;4
037541309X;0449911004;4
0312272057;0399148027;4
0345447840;044023722X;4
0679735909;0679457526;4
0441102670;0312924585;4
193156146X;0812550706;4
0312272057;0446672211;4
0553566040;0553287346;4
0553582526;0671004530;4
0425151867;0425121631;4
193156146X;1400031354;4
0425150143;0440221471;4
0670030643;0670031909;4
0786866276;067976402X;4
0679432477;1400031354;4
0316789844;015600710X;4
0786867647;0743418174;4
0375500510;0688170528;4
0425150984;0060502258;4
074322535X;0446605239;4
0375500510;067976402X;4
0375500510;068484477X;4
0385472943;0375727345;4
0515122491;0515118656;4
0375502238;0553582747;4
0440225817;0449219364;4
0316789089;0871136791;4
0679432477;1400034779;4
0553572326;0553295977;4
0553572326;0553299506;4
0679742298;044023722X;4
0316789089;1400031354;4
0553582526;0425180638;4
0786866586;0312195516;4
0679744398;0060987561;4
0553258001;0385504209;4
0440225825;0553279556;4
0441627404;006440188X;4
0679744398;0060502258;4
0375502238;0446672211;4
0345413350;0345416260;4
0440111811;0380018179;4
0345413350;0345348036;4
0345413350;0345413377;4
0425133540;0446610038;4
0440225825;0553576801;4
0515122491;0451180410;4
0786867647;0743235150;4
0679742298;0446532231;4
0345413350;0312195516;4
0553578693;0440236738;4
0441569595;0060938455;4
074322535X;0743237188;4
0440225817;0425172546;4
0440111811;0515126772;4
0515122491;0553579754;4
0440111811;0515130389;4
0316969680;0385508042;4
0440111811;0515132020;4
0316969680;0316666343;4
1551665301;0446531332;4
0316969680;0316693235;4
0316969680;0316693251;4
0316789089;0452282152;4
1551665301;0440226430;4
0743225082;0316666343;4
0375500510;0446672211;4
0440225817;0425132048;4
1878424114;0842329129;4
1878424114;0842329242;4
1551665301;044023722X;4
0316789089;0684874350;4
0060512822;0440213525;4
0385472943;0385424728;4
0515122491;0515132020;4
0385472943;0385490992;4
1551665301;0446672211;4
0515122491;051513287X;4
0671002481;0316666343;4
0345413377;0345413350;4
0440225825;074343627X;4
055356773X;0316666343;4
074322535X;0671021001;4
074322535X;0671003755;4
0515122491;0515133302;4
0060809833;0345337662;4
0385472943;0385505833;4
0786866586;0316969443;4
1551665301;0842329218;4
0679742298;059035342X;4
0553584049;0515136530;4
0312283709;1573221937;4
0786866845;0312195516;4
0440225825;0399148639;4
0060517794;0316666343;4
0786867647;0312305060;4
074322535X;0156027321;4
067169071X;0446310786;4
0312284683;0312980159;4
0345413350;0671001795;4
0553578693;0446608890;4
0743225406;0375700757;4
0451166892;0142001740;4
0451166892;0142001430;4
0312284683;0316666343;4
0440225825;0425163385;4
038531258X;0394820371;4
038531258X;0385720106;4
0380001411;0446672211;4
0441569595;0446610038;4
0679742298;0671510053;4
0385720955;0446532231;4
0440225825;0316666343;4
0312283709;0316666343;4
0312283709;0671003755;4
0312283709;0316776963;4
0451166892;0345350499;4
0553578693;0451168615;4
0515122491;0312990456;4
067169071X;0671001132;4
0553578693;0451172817;4
